id,name_ja,name_ko,name_en,name_zh_hans,name_zh_hant,grade_ja,grade_ko,grade_en,grade_zh_hans,grade_zh_hant,app_name_ja,app_name_ko,app_name_en,app_name_zh_hans,app_name_zh_hant,attribute_ja,attribute_ko,attribute_en,attribute_zh_hans,attribute_zh_hant,special_moves_ja,special_moves_ko,special_moves_en,special_moves_zh_hans,special_moves_zh_hant,profile_ja,profile_ko,profile_en,profile_zh_hans,profile_zh_hant,illustration_listed,icon_listed,illustration_url,icon_url_listed,related_ids_ja_snapshot,related_dynamic_snapshot,url_ja,url_ko,url_en,url_zh_hans,url_zh_hant,anomaly_flags
113,シャットモン,셧몬,Shutmon,关闭兽,關機獸,極,얼티미트,Ultimate,极,極,強制終了,강제 종료,Forced Termination,强制结束,強制結束,ツール,툴,Tool,工具,工具,シザーズブラック | ルーナインパルス,시저스 블랙 | 루나 임펄스,Grim Scissors | Lunar Impulse,漆黑剪刀 | 月光脉冲,暗黑剪刀 | 月神脈衝,ハサミで斬った物の活動を、強制的に終了させる能力を持つアプモン。斬りつけられた部位は機能が止まり、すべての感覚を失う。,가위로 자른 물건의 활동을 강제로 종료시키는 능력을 지닌 어플몬. 잘린 부위는 기능이 멈추며 모든 감각을 잃는다.,An Appmon that can forcibly terminate the operations of anything it cuts with its scissors. Any part it cuts off ceases to function and loses all sensation.,该应用兽可以用他的大剪刀剪断物体，从而强制终止该物体的活动。被关闭兽的剪刀剪过的部位的机能将陷入停滞，并失去所有感觉。,使用剪刀能讓被斬到的人強制停止活動。被斬到的部位機能會停止，並失去所有感覺。,True,True,https://digimon.net/cimages/appmon/img_chara_113.jpg,https://digimon.net/cimages/appmon/img_icon_113.png,112 | 77 | 121,True,https://digimon.net/appmon/detail.php?id=113,https://digimon.net/appmon_ko/detail.php?id=113,https://digimon.net/appmon_en/detail.php?id=113,https://digimon.net/appmon_zh-CHS/detail.php?id=113,https://digimon.net/appmon_zh-CHT/detail.php?id=113,ko_profile_uses_eopeulmon_not_page_title_apeumon
114,フェイクモン,페이크몬,Fakemon,伪装兽,偽裝獸,極,얼티미트,Ultimate,极,極,偽装,위장,Camouflage,伪装,偽裝,ツール,툴,Tool,工具,工具,イミテーションノイズ | クラウンマスク,이미테이션 노이즈 | 클라운 마스크,Imitation Noise | Clown Mask,伪劣杂音 | 小丑面具,仿聲雜音 | 小丑面具,偽りを生みだしては世間を惑わす、悪の道化師。なりすましの腕は一級品で、普段は自分の姿より他人の姿でいることの方が多い。,"거짓으로 세상을 혼란스럽게 하는 악한 어릿광대. 위장 실력이 굉장히 뛰어나며, 평소에는 자신보다 다른 이의 모습으로 있을 때가 많다.","An evil clown that deceives the world with falsehoods. Its spoofing skills are peerless, and it spends more time imitating others than appearing as its true self.",邪恶的小丑，最爱弄虚作假，迷惑人间。伪装兽拥有一流的变装技巧，平日里他乔装成别人的时间远多于以真面目示人的时间。,製造假象迷惑大眾的邪惡小丑。擁有一流的偽裝技術，通常都是用別人的樣貌示人，較少展現自己的樣貌。,True,True,https://digimon.net/cimages/appmon/img_chara_114.jpg,https://digimon.net/cimages/appmon/img_icon_114.png,120 | 125 | 119,True,https://digimon.net/appmon/detail.php?id=114,https://digimon.net/appmon_ko/detail.php?id=114,https://digimon.net/appmon_en/detail.php?id=114,https://digimon.net/appmon_zh-CHS/detail.php?id=114,https://digimon.net/appmon_zh-CHT/detail.php?id=114,
115,リバイブモン,리바이브몬,Revivemon,复活兽,復原獸,極,얼티미트,Ultimate,极,極,復元,복원,Restoration,系统恢复,復原,システム,시스템,System,系统,系統,ヴンダーゲネシス | セイバーシュトラール,분더 게네시스 | 세이버 슈트랄,Wonder Genesis | Saving Beam,创世奇迹 | 救世光束,救贖光線 | 見證奇蹟,復元の能力を持つアプモン。完全に破壊されてしまったデータでも、一粒の欠片さえ残っていれば元通りに復活させてしまう。,복원 능력을 지닌 어플몬. 완전히 파괴된 데이터도 한 조각만 남아 있으면 원래대로 부활시킨다.,"An Appmon that can restore any data to its original state. It can even recover data that has been completely wiped out, as long as a piece of it remains.",拥有复原能力的应用兽。即使一份数据已经被破坏得面目全非，只要还留有哪怕一丝一毫的痕迹，复活兽便可以将其恢复如初。,擁有復原能力的APP獸。即使是被完全破壞的數據，只要還剩下一粒碎片，就能恢復成原樣。,True,True,https://digimon.net/cimages/appmon/img_chara_115.jpg,https://digimon.net/cimages/appmon/img_icon_115.png,123 | 119 | 88,True,https://digimon.net/appmon/detail.php?id=115,https://digimon.net/appmon_ko/detail.php?id=115,https://digimon.net/appmon_en/detail.php?id=115,https://digimon.net/appmon_zh-CHS/detail.php?id=115,https://digimon.net/appmon_zh-CHT/detail.php?id=115,ko_profile_uses_eopeulmon_not_page_title_apeumon
116,ワルダモン,와루다몬,Warudamon,诡姬兽,謀略獸,極,얼티미트,Ultimate,极,極,策略,책략,Strategy,策略,策略,システム,시스템,System,系统,系統,デーモンアルム | ザータンムント,데몬 암 | 자탄 문트,Demon Arm | Evil Mouth,恶魔的臂弯 | 撒旦的血口,惡魔武裝兵 | 撒旦支配,完璧主義の策略家。詐術や姦計に通じており、作戦を成功させるためならどんな手段もいとわず行使する。,"완벽주의를 추구하는 책략가. 속임수와 간계에 능하며, 작전을 성공시키기 위해서라면 수단을 가리지 않고 행사한다.","A malicious schemer that is also a perfectionist. Familiar with every underhanded trick in the book, it is prepared to use any means necessary to ensure its schemes are a success.",完美主义的策略家，精通各种阴谋诡计，为了作战的成功可以无所不用其极。,完美主義的策略家。通曉騙術和詭計，為了讓作戰成功會不擇手段。,True,True,https://digimon.net/cimages/appmon/img_chara_116.jpg,https://digimon.net/cimages/appmon/img_icon_116.png,126 | 111 | 92,True,https://digimon.net/appmon/detail.php?id=116,https://digimon.net/appmon_ko/detail.php?id=116,https://digimon.net/appmon_en/detail.php?id=116,https://digimon.net/appmon_zh-CHS/detail.php?id=116,https://digimon.net/appmon_zh-CHT/detail.php?id=116,
117,オウジャモン,오우자몬,Oujamon,王者兽,王者獸,極,얼티미트,Ultimate,极,極,戦闘,전투,Battle,战斗,戰鬥,ゲーム,게임,Game,游戏,遊戲,ゴールデンファング | フレイムストレート,골든 팡 | 프레임 스트레이트,Golden Fang | Straight Flame,黄金獠牙 | 爆炎直拳,黃金獠牙 | 烈焰直拳,闘争に生きる孤高の戦士。強きをくじき弱きを助ける正義の心を持ち、会得した数多の武術で強敵を討ち果たすのが生き甲斐。,"투쟁심이 살아있는 고고한 전사. 강한 자를 꺾고 약한 자를 구하는 정의로운 마음을 지녔으며, 수없이 터득한 무술로 강한 적을 쓰러뜨리는 것이 삶의 보람이다.","A lone warrior who lives for battle. Possessing a chivalrous heart, its raison d'être​ is to fight for the oppressed against their oppressors with the myriad of martial arts it has mastered.",戎马一生的战士，生性孤傲不群。为人刚正不阿的王者兽生平最爱抑强扶弱，而他的人生意义，便是活用毕生所学之武艺击败一个又一个的劲敌。,為鬥爭而生的孤傲戰士。具有一顆鋤強扶弱的正義之心，生存之道是用習得的多種武術來徹底擊敗強敵。,True,True,https://digimon.net/cimages/appmon/img_chara_117.jpg,https://digimon.net/cimages/appmon/img_icon_117.png,120 | 93 | 45,True,https://digimon.net/appmon/detail.php?id=117,https://digimon.net/appmon_ko/detail.php?id=117,https://digimon.net/appmon_en/detail.php?id=117,https://digimon.net/appmon_zh-CHS/detail.php?id=117,https://digimon.net/appmon_zh-CHT/detail.php?id=117,
118,エンタモン,엔터몬,Entermon,娱乐兽,娛樂獸,極,얼티미트,Ultimate,极,極,エンターテイメント,오락,Entertainment,文艺娱乐,娛樂,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,ハッピーファントム | ポルテメロス,해피 팬텀 | 포르테 멜로스,Phantom Joy | Mystical Melody,欢乐魅影 | 梅勒斯的乐章,歡樂幻影 | 樂譜新世界,エンターテインメントの具現者。エンタモンが生み出す魔法のように楽しい空間は、対象の目を現実世界からそらさせてしまう。,엔터테인먼트의 구현자. 엔터몬이 만들어내는 마법처럼 즐거운 공간은 대상의 눈을 현실 세계에서 돌리게 만든다.,The very embodiment of entertainment. The magically entertaining spectacles that Entermon creates draw its targets' eyes away from the real world.,“娱乐”这一概念的体现者。娱乐兽幻化出的空间就像魔法一样充满了乐趣，让目标乐不思蜀，完全忘记现实世界的一切。,能將娛樂具現化的APP獸。娛樂獸能創造出如同魔法般的快樂空間，讓對象從現實世界移開視線。,True,True,https://digimon.net/cimages/appmon/img_chara_118.jpg,https://digimon.net/cimages/appmon/img_icon_118.png,125 | 54 | 100,True,https://digimon.net/appmon/detail.php?id=118,https://digimon.net/appmon_ko/detail.php?id=118,https://digimon.net/appmon_en/detail.php?id=118,https://digimon.net/appmon_zh-CHS/detail.php?id=118,https://digimon.net/appmon_zh-CHT/detail.php?id=118,
119,バイオモン,바이오몬,Biomon,生命兽,生命獸,極,얼티미트,Ultimate,极,極,ライフ,라이프,Life,生活,生活,ライフ,라이프,Life,生活,生活,ドクトルメス | ナーデルブレイズ,닥터 메스 | 나델 블레이즈,Scalpel Wizard | Needle Blaze,柳叶刀 | 火焰针,醫用手術刀 | 火焰注射,「バイオモンに治せない患者はいない」と言われる至上の名医。生物のすべてを知り尽くした彼にとって、手術などは児戯に等しい。,"「바이오몬이 고칠 수 없는 환자는 없다」고 할 만큼 최고의 명의. 생물의 모든 것을 알고 있는 바이오몬에게, 수술 등은 어린애 장난과 같다.","A renowned physician that boasts that there are no patients it cannot cure. For Biomon, who knows all there is to know on living organisms, surgery is but child's play.",首屈一指的名医，甚至有人声称，“世界上就没有生命兽称治不好的病人”。对通晓一切生物学知识的生命兽来说，做一场手术，其实比玩一局过家家难不了多少。,據說「沒有生命獸救治不了的患者」，是無可超越的名醫。對通曉生物一切的他而言，手術相當於兒戲。,True,True,https://digimon.net/cimages/appmon/img_chara_119.jpg,https://digimon.net/cimages/appmon/img_icon_119.png,114 | 120 | 108,True,https://digimon.net/appmon/detail.php?id=119,https://digimon.net/appmon_ko/detail.php?id=119,https://digimon.net/appmon_en/detail.php?id=119,https://digimon.net/appmon_zh-CHS/detail.php?id=119,https://digimon.net/appmon_zh-CHT/detail.php?id=119,
120,ビューティモン,뷰티몬,Beautymon,美姿兽,美麗獸,極,얼티미트,Ultimate,极,極,美容,미용,Beauty,美容,美容,ライフ,라이프,Life,生活,生活,ローザフェニクス | ヴィーナスロッド | ウィングパクト,로사 피닉스 | 비너스 로드 | 윙 팩트,Rosa Phoenix | Venus Rod | Wing Pact,蔷薇不死鸟 | 维纳斯之杖 | 羽翼之盟,薔薇不死鳥 | 維納斯之杖 | 協議之翼,この世の美を極めたアプモン。容姿のみならず声や振る舞いもたいへん麗しく、その一挙一動はあらゆる者の心を魅了して離さない。,이 세상의 미에 통달한 어플몬. 용모뿐만 아니라 목소리나 행동도 무척 아름다워 그 일거수일투족은 모든 자의 마음을 사로잡고 놓아주지 않는다.,"An Appmon more beautiful than any other in this world. Not only is its appearance exceptionally enticing, but so are its voice and deportment. Its every movement captures the hearts of all who set eyes on it.",美到不可方物的应用兽。美姿兽的容貌身段自不必说，就连声音和举止也是一等一的清丽，哪怕是一举手一投足，都能让人念念不忘，魂牵梦萦。,將世間之美精進至巔峰的APP獸。不僅容貌，連聲音和舉止也非常美麗動人，其一舉一動都讓所有人著迷且欲罷不能。,True,True,https://digimon.net/cimages/appmon/img_chara_120.jpg,https://digimon.net/cimages/appmon/img_icon_120.png,124 | 114 | 117,True,https://digimon.net/appmon/detail.php?id=120,https://digimon.net/appmon_ko/detail.php?id=120,https://digimon.net/appmon_en/detail.php?id=120,https://digimon.net/appmon_zh-CHS/detail.php?id=120,https://digimon.net/appmon_zh-CHT/detail.php?id=120,ko_profile_uses_eopeulmon_not_page_title_apeumon
121,リブートモン,리부트몬,Rebootmon,重启兽,重啟獸,神,신,God,神,神,再起動,재부팅,Reboot,重启,重新啟動,ゴッド,하나님,God,神,神,レフィシオール | ホライゾンタルフレア | エクリプスイレイザー,레피시올 | 호라이즌탈 플레어 | 이클립스 이레이저,Reficior | Horizontal Flare | Eclipse Eraser,再造重建 | 坦荡光焰 | 重见天日,重建 | 水平閃焰 | 侵蝕消除者,終わりと始まりを司る革命の神。受けたダメージごと対象を初期化する再起動の能力を持つため、ほぼ不死身の存在である。,끝과 시작을 관장하는 혁명의 신. 받은 대미지별로 대상을 초기화하는 재부팅 능력을 지니고 있어 거의 불사신에 가까운 존재다.,"The God of Revolution, it has power over beginnings and endings. With the ability to restore its targets to their initial state free of any damage they may have sustained, it is a virtually immortal being.",掌管结束与开始的革命之神。重启兽几乎是一个不死之身，因为他的重启能力可以在对象每次受伤的时候都使其恢复初始状态。,掌管開始與終結的革命之神。擁有連同受到的傷害將對象初始化的重啟能力，幾乎是不死之身。,True,True,https://digimon.net/cimages/appmon/img_chara_121.jpg,https://digimon.net/cimages/appmon/img_icon_121.png,76 | 44 | 77,True,https://digimon.net/appmon/detail.php?id=121,https://digimon.net/appmon_ko/detail.php?id=121,https://digimon.net/appmon_en/detail.php?id=121,https://digimon.net/appmon_zh-CHS/detail.php?id=121,https://digimon.net/appmon_zh-CHT/detail.php?id=121,ko_attribute_god_rendered_as_hananim
122,ガイアモン,가이아몬,Gaiamon,盖亚兽,蓋亞獸,神,신,God,神,神,創造,창조,Creation,创造,創造,ゴッド,하나님,God,神,神,イマジンマール | アルティメットアダマス,이매진 마르 | 얼티미트 아다마스,Divine Sense | Ultimate Adamas,想象之环 | 终极精钢,想像噴發 | 終極金剛岩,世界の英知を得た創世の神。ネットの知識と人の心から多くを学んだ彼の能力は、時に無機物だけでなく命さえも創りあげる。,"세계의 뛰어난 지혜를 터득한 창세의 신. 네트워크 관련 지식과 인간의 마음에서 많은 것을 배운 가이아몬의 능력은, 때때로 무기물뿐만 아니라 생명도 만들어낸다.","The God of Creation, it has made all the world's wisdom its own. Having learned much from the net as well as the hearts of people, it can create not only inorganic matter but even life.",获得过世界级智慧的创世之神。曾经的盖亚兽通过接触网络和人心学到了许多知识，而他的能力不但可以创造有机物，有时甚至可以缔造出生命的奇迹。,得到世界睿智的創世之神。從網路上的知識和人的心理學習了很多知識，不只是無機物，有時甚至還能創造出生命。,True,True,https://digimon.net/cimages/appmon/img_chara_122.jpg,https://digimon.net/cimages/appmon/img_icon_122.png,107 | 78 | 1,True,https://digimon.net/appmon/detail.php?id=122,https://digimon.net/appmon_ko/detail.php?id=122,https://digimon.net/appmon_en/detail.php?id=122,https://digimon.net/appmon_zh-CHS/detail.php?id=122,https://digimon.net/appmon_zh-CHT/detail.php?id=122,ko_attribute_god_rendered_as_hananim
123,ハデスモン,하데스몬,Hadesmon,哈迪斯兽,黑帝斯獸,神,신,God,神,神,変化,변화,Transmutation,变化,變化,ゴッド,하나님,God,神,神,ヘル・カキア | メランエクスプロード,헬 카키아 | 멜란 익스플로드,Hell Kakia | Melan-Explode,恶德地狱 | 黑暗爆炸,地獄惡戲 | 暗黑爆破,破壊と再生を司る冥界の王。物質やデータを思い通りに変化させる能力を持ち、広大な空間すら意のままに改竄・支配する。,파괴와 재생을 관장하는 명계의 왕. 물질과 데이터를 생각대로 변화시키는 능력을 지녔기에 광대한 공간도 마음대로 바꾸고 지배한다.,"The King of the Underworld, it has power over destruction and regeneration. It can change both matter and data at will, altering and controlling even vast spaces as it wishes.",掌管破坏与再生的冥界之王。哈迪斯兽可以随心所欲地对物质和数据施加变化，甚至就连那些极为广阔的空间也能被他肆意地篡改和支配。,掌管破壞與再生的冥界之王。擁有隨心所欲變化物質或數據的能力，就算是廣闊的空間也能隨意竄改支配。,True,True,https://digimon.net/cimages/appmon/img_chara_123.jpg,https://digimon.net/cimages/appmon/img_icon_123.png,115 | 88 | 33,True,https://digimon.net/appmon/detail.php?id=123,https://digimon.net/appmon_ko/detail.php?id=123,https://digimon.net/appmon_en/detail.php?id=123,https://digimon.net/appmon_zh-CHS/detail.php?id=123,https://digimon.net/appmon_zh-CHT/detail.php?id=123,ko_attribute_god_rendered_as_hananim
124,ポセイドモン,포세이도몬,Poseidomon,波塞冬兽,波塞頓獸,神,신,God,神,神,無敵,무적,Invincible,无敌,無敵,ゴッド,하나님,God,神,神,トライデント・フォール | 海帝掌打,트라이던트 폴 | 해제장타,Trident Fall | Godly Palm Strike,坠落神戟 | 海帝掌打,三叉戟落擊 | 海帝掌擊,荒ぶる大海の覇者。彼が生み出す渦潮は鉄壁の防御を誇り、彼がゆるしたもの以外を一切通さない。,"사납고 큰 바다의 일인자. 포세이도몬이 만들어내는 소용돌이는 철벽같은 방어력을 자랑하며, 포세이도몬이 허락한 것 외에는 절대 통과시키지 않는다.","Conqueror of the raging seas. The whirlpools it creates are an impenetrable defense, save for what it allows to pass through.",狂澜中的海洋霸主。波塞冬兽卷起的那道厚厚的旋涡就是保护着他的铜墙铁壁，没有他的允许，世界上的一切事物都无法将其穿透。,洶湧大海之霸者。他所產生的漩渦以擁有鐵壁般的防御力著稱，除了他所允許的事物之外一概無法通過。,True,True,https://digimon.net/cimages/appmon/img_chara_124.jpg,https://digimon.net/cimages/appmon/img_icon_124.png,117 | 93 | 45,True,https://digimon.net/appmon/detail.php?id=124,https://digimon.net/appmon_ko/detail.php?id=124,https://digimon.net/appmon_en/detail.php?id=124,https://digimon.net/appmon_zh-CHS/detail.php?id=124,https://digimon.net/appmon_zh-CHT/detail.php?id=124,ko_attribute_god_rendered_as_hananim
125,ウラノスモン,우라노스몬,Ouranosmon,乌拉诺斯兽,烏拉諾斯獸,神,신,God,神,神,覚醒,각성,Awakening,觉醒,覺醒,ゴッド,하나님,God,神,神,ハロー・ハロー | アストラルイラプション,할로 할로 | 아스트랄 이럽션,Halo-Halo | Astral Eruption,神耀光环 | 幽星迸射,光輪 | 星雲噴發,自由へと導く天空の大帝。彼が放つ眩い後光は、見る者の真の能力を覚醒させる。雲のように掴みどころがない。,자유로 이끄는 천공의 대제. 우라노스몬이 발하는 눈부신 후광은 보는 자로 하여금 진정한 능력을 각성하게 만든다. 구름처럼 종잡을 수 없다.,"The Great Emperor of the Sky, it leads the way to freedom. The dazzling halo that it radiates awakens the innate abilities of whoever beholds its glory. It is as elusive as a cloud.",带领万物走向自由的天空大帝。乌拉诺斯兽的身后散发着夺目的光晕，有幸目睹之人都会觉醒真正的力量。只可惜，他就像那天边的云彩一般踪迹难寻。,引導大家迎向自由的天空大帝。他所釋放的炫目光暈，能使看到的人覺醒真正的能力。猶如雲一般沒有實體的APP獸。,True,True,https://digimon.net/cimages/appmon/img_chara_125.jpg,https://digimon.net/cimages/appmon/img_icon_125.png,118 | 54 | 100,True,https://digimon.net/appmon/detail.php?id=125,https://digimon.net/appmon_ko/detail.php?id=125,https://digimon.net/appmon_en/detail.php?id=125,https://digimon.net/appmon_zh-CHS/detail.php?id=125,https://digimon.net/appmon_zh-CHT/detail.php?id=125,ko_attribute_god_rendered_as_hananim
126,デウスモン,데우스몬,Deusmon,宙斯兽,宙斯獸,神,신,God,神,神,全能,전능,Omnipotence,全能,全能,ゴッド,하나님,God,神,神,コード：オリジン | イニシャル・ゼロ,코드: 오리진 | 이니셜 제로,Code: Origin | Initial Zero,代码：起源 | 头文字0,代碼：起源 | 零之字首,終焉をもたらす最恐の機械神。すべてのアプリ生命体の意思を奪い、破壊し尽くし、自らの一部として取り込む能力を持つ。,"종언을 초래하는 가장 무시무시한 기계 신. 모든 어플 생명체의 의사를 빼앗고 전부 파괴하여, 자신의 일부로 거두어들이는 능력을 지녔다.","The terrible Mechanical God, it is the harbinger of demise. It possesses the ability to rob all app lifeforms of their will, thereby destroying them and incorporating them into itself.",最为凶恶的机械神，他能让末日降临世间。宙斯兽的能力能够夺走所有应用生命体的意志，并在将其彻底摧毁后使其成为自身的一部分。,帶來終結的最恐怖機械神。能奪走所有APP生命體的意志將之破壞殆盡，並吸取其成為自己的一部分。,True,True,https://digimon.net/cimages/appmon/img_chara_126.jpg,https://digimon.net/cimages/appmon/img_icon_126.png,83 | 90 | 116,True,https://digimon.net/appmon/detail.php?id=126,https://digimon.net/appmon_ko/detail.php?id=126,https://digimon.net/appmon_en/detail.php?id=126,https://digimon.net/appmon_zh-CHS/detail.php?id=126,https://digimon.net/appmon_zh-CHT/detail.php?id=126,ko_attribute_god_rendered_as_hananim
127,タップモン(ソーシャル),탭몬(소셜),Tapmon (Social),轻敲兽（社交）,點擊獸（社交）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,ソーシャル,소셜,Social,社交,社交,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_127.jpg,https://digimon.net/cimages/appmon/img_icon_127.png,133 | 129 | 131,True,https://digimon.net/appmon/detail.php?id=127,https://digimon.net/appmon_ko/detail.php?id=127,https://digimon.net/appmon_en/detail.php?id=127,https://digimon.net/appmon_zh-CHS/detail.php?id=127,https://digimon.net/appmon_zh-CHT/detail.php?id=127,ko_profile_uses_eopeulmon_not_page_title_apeumon
128,タップモン(ナビ),탭몬(내비),Tapmon (Navi),轻敲兽（导航）,點擊獸（導航）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,ナビ,내비,Navi,导航,導航,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_128.jpg,https://digimon.net/cimages/appmon/img_icon_128.png,132 | 129 | 133,True,https://digimon.net/appmon/detail.php?id=128,https://digimon.net/appmon_ko/detail.php?id=128,https://digimon.net/appmon_en/detail.php?id=128,https://digimon.net/appmon_zh-CHS/detail.php?id=128,https://digimon.net/appmon_zh-CHT/detail.php?id=128,ko_profile_uses_eopeulmon_not_page_title_apeumon
129,タップモン(ツール),탭몬(툴),Tapmon (Tool),轻敲兽（工具）,點擊獸（工具）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,ツール,툴,Tool,工具,工具,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_129.jpg,https://digimon.net/cimages/appmon/img_icon_129.png,132 | 130 | 133,True,https://digimon.net/appmon/detail.php?id=129,https://digimon.net/appmon_ko/detail.php?id=129,https://digimon.net/appmon_en/detail.php?id=129,https://digimon.net/appmon_zh-CHS/detail.php?id=129,https://digimon.net/appmon_zh-CHT/detail.php?id=129,ko_profile_uses_eopeulmon_not_page_title_apeumon
130,タップモン(システム),탭몬(시스템),Tapmon (System),轻敲兽（系统）,點擊獸（系統）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,システム,시스템,System,系统,系統,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_130.jpg,https://digimon.net/cimages/appmon/img_icon_130.png,127 | 129 | 128,True,https://digimon.net/appmon/detail.php?id=130,https://digimon.net/appmon_ko/detail.php?id=130,https://digimon.net/appmon_en/detail.php?id=130,https://digimon.net/appmon_zh-CHS/detail.php?id=130,https://digimon.net/appmon_zh-CHT/detail.php?id=130,ko_profile_uses_eopeulmon_not_page_title_apeumon
131,タップモン(ゲーム),탭몬(게임),Tapmon (Game),轻敲兽（游戏）,點擊獸（遊戲）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,ゲーム,게임,Game,游戏,遊戲,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_131.jpg,https://digimon.net/cimages/appmon/img_icon_131.png,127 | 129 | 130,True,https://digimon.net/appmon/detail.php?id=131,https://digimon.net/appmon_ko/detail.php?id=131,https://digimon.net/appmon_en/detail.php?id=131,https://digimon.net/appmon_zh-CHS/detail.php?id=131,https://digimon.net/appmon_zh-CHT/detail.php?id=131,ko_profile_uses_eopeulmon_not_page_title_apeumon
132,タップモン(エンタメ),탭몬(엔터테인먼트),Tapmon (Entertainment),轻敲兽（娱乐）,點擊獸（娛樂）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,エンタメ,엔터테인먼트,Entertainment,娱乐,娛樂,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_132.jpg,https://digimon.net/cimages/appmon/img_icon_132.png,127 | 130 | 131,True,https://digimon.net/appmon/detail.php?id=132,https://digimon.net/appmon_ko/detail.php?id=132,https://digimon.net/appmon_en/detail.php?id=132,https://digimon.net/appmon_zh-CHS/detail.php?id=132,https://digimon.net/appmon_zh-CHT/detail.php?id=132,ko_profile_uses_eopeulmon_not_page_title_apeumon
133,タップモン(ライフ),탭몬(라이프),Tapmon (Life),轻敲兽（生活）,點擊獸（生活）,－,－,－,－,－,タップ,탭,Tap,轻敲,點擊,ライフ,라이프,Life,生活,生活,スピンシュート,스핀 슛,Spin Shoot,回旋弹射,迴旋投射,ぴょんぴょん跳ねるのが得意なアプモン。体が柔らかく、よく溶ける。,깡충깡충 뛰는 것이 특기인 어플몬. 몸이 부드럽고 잘 녹는다.,An Appmon that is fond of bouncing up and down. Its body is soft and can dissolve easily.,擅长蹦蹦跳跳的应用兽。他的身体非常柔软，且遇水即溶。,擅於彈跳的APP獸。身體很柔軟，而且很容易融化。,True,True,https://digimon.net/cimages/appmon/img_chara_133.jpg,https://digimon.net/cimages/appmon/img_icon_133.png,131 | 132 | 128,True,https://digimon.net/appmon/detail.php?id=133,https://digimon.net/appmon_ko/detail.php?id=133,https://digimon.net/appmon_en/detail.php?id=133,https://digimon.net/appmon_zh-CHS/detail.php?id=133,https://digimon.net/appmon_zh-CHT/detail.php?id=133,ko_profile_uses_eopeulmon_not_page_title_apeumon
